cntry,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,prtvtcat,prtvtdbe,prtvtdbg,prtvtgch,prtvtbcy,prtvtecz,prtvede1,prtvede2,prtvtddk,prtvtgee,prtvtees,prtvtdfi,prtvtdfr,prtvtcgb,prtvtahr,prtvtfhu,prtvtcie,prtvtcis,prtvtcit,prtvblt1,prtvblt2,prtvblt3,prtvtalv,prtvtme,prtvtgnl,prtvtbno,prtvtdpl,prtvtcpt,prtvtrs,prtvtcse,prtvtfsi,prtvtdsk,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,clsprty,prtcldat,prtcldbe,prtcldbg,prtclgch,prtclbcy,prtclecz,prtclede,prtclddk,prtclgee,prtclfes,prtclefi,prtclffr,prtclcgb,prtclahr,prtclghu,prtcleie,prtclcis,prtcldit,prtclblt,prtclalv,prtclme,prtclfnl,prtclbno,prtclhpl,prtclept,prtclrs,prtclcse,prtclfsi,prtcldsk,prtdgcl,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,hmsfmlsh,hmsacld,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgblg,rlgdnm,rlgdnbat,rlgdnbe,rlgdnach,rlgdncy,rlgdnade,rlgdnafi,rlgdngb,rlgdnhu,rlgdnie,rlgdnais,rlgdnlt,rlgdnlv,rlgdme,rlgdnnl,rlgdnno,rlgdnapl,rlgdnrs,rlgdnase,rlgdnask,rlgblge,rlgdnme,rlgdebat,rlgdebe,rlgdeach,rlgdecy,rlgdeade,rlgdeafi,rlgdegb,rlgdehu,rlgdeie,rlgdeais,rlgdelt,rlgdelv,rlgdeme,rlgdenl,rlgdeno,rlgdeapl,rlgders,rlgdease,rlgdeask,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzshipd,brncntr,cntbrthd,livecnta,lnghom1,lnghom2,blgetmg,facntr,fbrncntc,mocntr,mbrncntc,admdw,vteurmmb,vteumbgb,vteubcmb,evpdemp,pdempyr,lvpntyr,evlvptn,lvptnyr,evmar,maryr,bthcld,nbthcld,fcldbrn,ycldbyr,ngchld,ygcdbyr,ggchld,admge,ageadlt,agemage,ageoage,iaglptn,iagmr,iagpnt,iagrtr,tygledu,tyglvp,tygmr,tygpnt,tygrtr,tolvpnt,tochld,towkht,anvcld,alvgptn,acldnmr,aftjbyc,advcyc,plnftr,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,agea,yrbrn,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,rshipa2,rshipa3,rshipa4,rshipa5,rshipa6,rshipa7,rshipa8,rshipa9,rshipa10,rshipa11,rshipa12,rshipa13,rshipa14,rshipa15,rshpsts,rshpsgb,lvgptnea,dvrcdeva,marsts,marstgb,maritalb,chldhhe,domicil,edulvlb,eisced,edlveat,edlvebe,edlvebg,edlvdch,edlvgcy,edlvdcz,edubde1,eduade2,eduade3,edlvddk,edlvdee,edlvges,edlvdfi,edlvdfr,educgb1,edubgb2,edagegb,edlvehr,edlvdhu,edlvdie,edlvdis,edlveit,edlvdlt,edlvdlv,edlvdme,edlvenl,edlvdno,edlvgpl,edlvdpt,edlvdrs,edlvdse,edlvesi,edlvdsk,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngref,dngdk,dngna,mainact,mnactic,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctra,estsz,jbspv,njbspv,wkdcorga,iorgact,wkhct,icwhct,wkhtot,nacer2,tporgwk,isco08,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrca,hinctnta,hincfel,iincsrc,edulvlpb,eiscedp,edlvpeat,edlvpebe,edlvpebg,edlvpdch,edlvpgcy,edlvpdcz,edupbde1,edupade2,edupade3,edlvpddk,edlvpdee,edlvpfes,edlvpdfi,edlvpdfr,edupcgb1,edupbgb2,edagepgb,edlvpehr,edlvpdhu,edlvpdie,edlvpdis,edlvpeit,edlvpdlt,edlvpdlv,edlvpdme,edlvpenl,edlvpdno,edlvpfpl,edlvpdpt,edlvpdrs,edlvpdse,edlvpesi,edlvpdsk,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,mnactp,crpdwkp,isco08p,emprelp,wkhtotp,edulvlfb,eiscedf,edlvfeat,edlvfebe,edlvfebg,edlvfdch,edlvfgcy,edlvfdcz,edufbde1,edufade2,edufade3,edlvfddk,edlvfdee,edlvffes,edlvfdfi,edlvfdfr,edufcgb1,edufbgb2,edagefgb,edlvfehr,edlvfdhu,edlvfdie,edlvfdis,edlvfeit,edlvfdlt,edlvfdlv,edlvfdme,edlvfenl,edlvfdno,edlvffpl,edlvfdpt,edlvfdrs,edlvfdse,edlvfesi,edlvfdsk,emprf14,occf14b,edulvlmb,eiscedm,edlvmeat,edlvmebe,edlvmebg,edlvmdch,edlvmgcy,edlvmdcz,edumbde1,edumade2,edumade3,edlvmddk,edlvmdee,edlvmfes,edlvmdfi,edlvmdfr,edumcgb1,edumbgb2,edagemgb,edlvmehr,edlvmdhu,edlvmdie,edlvmdis,edlvmeit,edlvmdlt,edlvmdlv,edlvmdme,edlvmenl,edlvmdno,edlvmfpl,edlvmdpt,edlvmdrs,edlvmdse,edlvmesi,edlvmdsk,emprm14,occm14b,atncrse,anctry1,anctry2,frprtpl,gvintcz,poltran,ifredu,ifrjob,evfredu,evfrjob,fvgabc,infqbst,grspnum,grsplet,netinum,netilet,grspfr,netifr,frlgrsp,frlneti,occinfr,topinfr,btminfr,wltdffr,recskil,recexp,recknow,recimg,recgndr,sofrdst,sofrwrk,sofrpr,sofrprv,ppldsrv,jstprev,pcmpinj,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,region,regunit,dweight,pspwght,pweight,anweight
FR,15,1,6666,5,6,8,2,2,1,2,2,6,8,8,6,5,5,6,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,3,6,5,4,5,6,6,1,2,3,2,8,3,3,4,4,5,5,5,4,3,3,2,2,3,3,5,5,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,5,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,1,1,,,1,1967,1969,1,1972,1,1972,1,3,1973,1975,8,2000,1,1,27,33,60,22,25,34,60,15,16,15,15,50,25,45,60,2,4,4,2,2,6,2,1,2,6,6,6,6,6,6,,,,,,,,67,1952,1945,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,2,2,66,,1,1,4,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2010,1,66666,1,3,1,7,7,8,37,1,40,22,4,3341,2,2,6,6,3,4,1,2,4,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,66,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,66,2,11050,11058,2,2,3,6,8,7,8,2,2,666666666,66,1100,66,6,-2,666666666,1400,-2,2,-2,2,2,1,2,2,2,2,2,2,2,2,4,2,3,5,2,3,4,4,2,3,2,1,4,3,2,4,3,3,2,3,1,2,3,FRB0,2,0.559172213,0.676849067,2.726686716,1.84555536
FR,5,5,90,6,6,6,3,2,2,2,2,5,5,7,2,4,5,7,3,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,3,3,5,2,3,3,5,6,2,1,5,1,6,2,2,3,6,6,6,6,6,3,3,1,3,2,3,7,6,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,2,6666,2005,1,2007,1,2011,1,2,2012,2015,66,6666,6,2,24,28,70,24,28,28,60,16,20,20,22,50,30,45,65,4,5,5,5,5,3,4,2,1,2,1,6,6,6,6,,,,,,,,34,1984,1982,2012,2015,6666,6666,6666,6666,,,,,,,,1,2,2,66,66,66,66,,,,,,,,1,,2,2,66,,1,6,4,720,7,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,18,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,1,1,7,8,24,1,35,85,2,2341,2,2,6,6,3,1,8,2,1,520,5,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,2635,1,35,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,1,2,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,1,5,2,11050,13070,3,2,1,8,6,3,3,1,2,2371,66,2078,66,-2,-2,3000,2500,-2,1,-3,2,3,3,3,2,2,4,2,4,4,4,4,4,3,5,1,4,4,4,5,3,2,4,3,3,5,2,5,3,4,3,2,3,4,FRE2,2,1.134464622,1.098906636,2.726686716,2.996374127
FR,40,5,180,7,7,6,1,3,3,2,3,5,7,7,5,4,4,7,1,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,1,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,2,7,9,5,4,5,3,4,3,2,4,5,4,2,3,3,5,4,5,9,7,6,3,2,1,1,3,10,6,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,1,2011,2004,2,6666,2,6666,2,66,6666,6666,66,6666,6,1,18,25,65,0,26,27,0,16,21,21,21,0,30,42,65,2,3,4,4,3,4,1,1,6,6,6,6,6,6,6,,,,,,,,29,1989,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,2,2,6,,6,2,1,720,7,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,23,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,5,1,20,9,5,48,1,85,86,2,2212,2,2,6,6,3,1,10,1,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,720,7,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,2,1,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,3,66,1,11050,11100,4,3,3,7,10,6,5,1,2,888888888,7,888888888,8,0,0,666666666,666666666,0,0,-3,-2,4,3,3,3,2,5,3,2,4,3,2,3,2,5,2,5,3,2,5,3,3,3,1,2,5,1,3,4,5,1,4,4,4,FRE1,2,0.509204268,0.560523689,2.726686716,1.528372496
FR,669,1,6666,0,2,5,1,4,2,2,5,2,8,9,0,5,0,0,1,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,3,10,8,2,0,2,2,7,2,2,5,5,0,3,4,4,2,0,0,10,6,0,5,2,2,2,3,10,0,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,10,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,2,,,1,1981,1971,1,1971,1,1971,1,2,1972,1973,3,1997,2,1,18,50,0,20,0,25,62,888,17,18,18,888,25,35,888,3,5,5,5,5,5,2,2,1,6,6,6,6,6,6,,,,,,,,66,1952,1949,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,2,2,66,,1,1,3,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2014,1,66666,1,4,2,66666,10,0,35,1,35,86,4,9111,2,2,6,6,3,4,6,2,4,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,9,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,9,2,11050,555555,1,1,5,88,8,4,5,2,2,666666666,66,888888888,1,6,3,666666666,1500,1,0,0,8,3,3,3,8,2,3,1,3,5,3,3,5,1,6,2,5,1,4,3,4,1,3,1,1,6,2,6,5,6,1,1,6,2,FRJ2,2,1.121632814,1.521012664,2.726686716,4.147325025
FR,60,5,60,7,7,5,1,1,2,1,3,8,5,8,7,3,6,2,1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,4,4,10,8,7,2,6,8,4,3,5,4,4,4,1,4,7,8,8,9,4,6,3,2,1,3,2,8,8,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,10,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,1,1977,1977,1,1980,1,1981,1,3,1982,1992,6,2012,6,1,20,30,85,20,30,30,60,20,20,18,25,50,22,42,60,2,5,5,4,3,1,2,1,2,6,6,6,6,6,6,,,,,,,,63,1955,1954,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,2,2,66,,1,1,4,520,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2017,1,66666,1,5,2,66666,10,6,888,1,888,10,4,3322,2,2,6,6,2,4,10,1,4,520,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,66,2,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,9,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,8,9,2,11050,555555,2,3,2,9,9,3,3,2,2,666666666,66,3500,66,6,0,666666666,666666666,8,1,-3,2,3,3,2,1,1,4,1,1,5,3,3,2,1,6,2,4,5,2,3,2,2,5,1,2,6,5,5,2,5,1,2,2,5,FRJ2,2,1.129422069,0.804243922,2.726686716,2.192921219
FR,30,5,180,5,6,7,2,2,1,3,1,7,5,7,3,3,5,8,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,1,1,1,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,3,0,8,4,2,4,6,6,1,1,5,1,5,2,2,2,4,6,5,9,5,4,2,1,2,1,3,6,4,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,BRE,2,1,6666,1,6666,2,1,,,1,2011,2010,1,2013,1,2018,1,1,2015,6666,66,6666,6,2,18,25,66,25,30,30,62,18,18,24,25,62,23,42,62,3,3,3,5,3,10,5,2,1,1,2,1,6,6,6,,,,,,,,26,1992,1981,2015,2009,2006,6666,6666,6666,,,,,,,,1,2,2,2,66,66,66,,,,,,,,1,,2,2,66,,1,6,1,321,3,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,13,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,2,3,1,18,7,6,35,1,36,84,3,5311,2,2,6,6,3,1,8,1,1,313,4,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,7412,1,45,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,7,520,5,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,1,5,1,11051,555555,3,2,2,9,7,6,7,1,2,888888888,2,888888888,2,-2,-1,2200,1900,0,3,0,-2,3,4,3,1,2,2,2,1,4,3,3,2,5,3,2,5,2,1,6,2,1,1,3,3,4,3,3,3,6,2,1,5,3,FRH0,2,1.071495891,0.802634299,2.726686716,2.18853228
FR,61,5,120,6,6,4,1,3,2,3,2,7,5,7,4,3,3,2,1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,8,4,5,8,4,6,2,1,5,1,7,2,2,2,6,7,6,8,4,2,4,2,1,1,3,9,7,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,1973,1976,1,1976,1,1978,1,1,1981,6666,1,2007,6,1,18,30,70,25,28,32,60,18,20,20,20,50,30,40,60,1,1,1,1,1,9,2,1,2,6,6,6,6,6,6,,,,,,,,61,1957,1964,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,1,1,66,,1,1,3,323,4,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2018,1,66666,2,4,2,66666,5,4,35,1,35,46,4,4311,2,1,2,1,3,4,8,1,4,620,6,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,4411,1,60,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,6,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,3,3,3,7,7,8,6,2,2,666666666,66,2000,66,6,0,666666666,666666666,0,0,-2,1,4,3,2,2,2,1,1,2,3,2,4,4,3,5,1,5,4,1,5,2,1,1,1,1,5,2,3,2,5,1,1,5,2,FRG0,2,1.122853041,0.955943406,2.726686716,2.606558185
FR,180,1,6666,4,6,7,2,4,3,4,4,8,8,9,6,6,9,10,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,2,2,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,2,8,7,7,8,8,7,2,1,3,1,7,4,4,4,6,7,2,7,5,4,4,2,1,4,3,10,9,1,2,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,10,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,2,6666,1963,2,6666,1,1963,1,1,1965,6666,4,1990,2,1,20,60,70,111,25,25,0,16,18,18,20,30,30,40,70,2,1,1,3,3,2,1,2,6,6,6,6,6,6,6,,,,,,,,76,1943,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,2,2,5,,5,1,1,213,2,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,88,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,2,6666,6,66666,6,6,6,66666,66,66,666,6,666,666,66,66666,6,2,6,6,3,4,3,2,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,213,2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,1,213,2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,3,4,3,4,3,5,4,2,2,666666666,66,777777777,3,6,-2,666666666,1600,-3,0,-4,4,4,4,3,3,3,2,1,3,2,5,3,1,4,2,3,2,4,2,4,5,4,2,3,5,3,2,3,2,4,3,2,3,3,FRL0,2,0.540813088,0.634036422,2.726686716,1.728818689
FR,30,2,6666,7,6,5,3,3,2,2,3,7,7,7,6,6,6,7,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,1,2,1,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,2,3,7,4,4,5,6,8,2,1,5,4,5,1,3,2,6,7,6,7,6,4,3,2,2,2,3,7,7,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,7,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,ENG,2,1,6666,1,6666,2,1,,,1,1983,1978,1,1984,1,1984,1,3,1986,1992,0,6666,6,1,28,35,65,20,28,25,60,18,22,22,22,50,30,40,60,4,5,5,2,3,3,1,2,6,6,6,6,6,6,6,,,,,,,,58,1960,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,1,1,4,,4,1,2,610,6,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2009,1,66666,1,4,2,66666,8,4,18,1,25,85,2,2330,2,2,6,6,2,4,2,2,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,6,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,66,2,11050,11058,3,2,2,9,7,3,3,2,2,666666666,66,1600,66,6,0,666666666,666666666,0,1,-3,2,3,3,3,4,2,2,2,3,5,4,2,4,3,5,1,5,3,2,2,2,2,2,2,3,5,2,4,3,4,3,1,2,4,FRF1,2,0.567788959,0.40105918,2.726686716,1.09356274
FR,60,5,120,0,5,1,3,2,1,1,1,0,3,4,0,0,0,88,1,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,88,6,3,0,0,0,5,2,1,5,4,88,4,4,4,0,5,5,6,7,1,3,2,4,3,2,10,4,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,10,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,1,88,,,1,1972,1973,1,1973,1,8888,1,3,1973,1979,6,1999,2,1,20,40,80,30,30,31,60,20,20,20,20,55,30,40,60,5,5,5,5,5,3,2,2,1,6,6,6,6,6,6,,,,,,,,62,1956,1949,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,2,2,66,,1,1,4,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2017,1,66666,2,4,2,66666,0,0,28,1,28,84,4,5131,2,2,6,6,3,4,7,2,4,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,7,113,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,88,2,11050,555555,1,1,1,8,5,8,0,2,2,666666666,66,888888888,88,6,-2,666666666,1600,-2,1,1,2,2,2,2,2,2,3,2,2,5,4,3,4,6,6,1,6,1,1,6,1,1,1,1,1,4,1,6,1,5,1,1,1,2,FRG0,2,1.122853041,0.923925757,2.726686716,2.519256089
FR,30,5,240,7,7,7,2,2,2,4,3,3,4,4,3,2,5,6,1,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,3,7,3,1,2,8,8,2,1,5,2,7,2,2,2,8,5,6,7,6,3,3,2,2,3,3,7,8,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,1996,1994,1,2000,2,6666,1,3,2004,2008,66,6666,6,1,20,40,70,18,0,0,0,18,18,0,16,0,0,40,0,3,3,3,3,3,7,1,1,6,6,6,6,6,6,6,,,,,,,,49,1970,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,1,2,6,,6,1,1,710,7,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,19,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,5,1,7,9,2,38,1,41,85,1,2141,2,1,1,2,3,1,6,2,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,2,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,3,2,11050,555555,3,2,2,8,8,3,3,1,2,3300,66,2650,66,0,0,666666666,666666666,-2,0,-3,3,4,4,2,2,2,4,4,1,5,4,4,4,3,6,1,5,5,4,5,4,3,3,2,3,6,2,4,3,4,2,3,6,2,FRG0,2,0.570053697,0.416932791,2.726686716,1.136845104
